Phase,Mean_Atomic_Radius,Atomic_Size_Diff,Avg_Tm,Std_Dev_Tm,H_mix,Std_Dev_H_mix,S_mix,EN,Std_Dev_EN,VEC,Std_Dev_VEC,Mean_Bulk_Mod,Std_Dev_Bulk_Mod
BCC_SS,0.7866708283,-0.4833600985,0.4098967955,0.06655691177,0.2463569502,0.3588810841,0.7367389814,-0.7834864822,-0.4246816515,-0.6070082783,-0.8511344275,-0.2463695454,-0.4648065
BCC_SS,0.7727891385,-0.4841588903,0.3654850065,0.1959900091,0.0574205195,0.5672349018,0.7767258954,-0.7641390138,-0.4194424856,-0.6219101571,-0.8289627892,-0.2634652157,-0.4598985005
BCC_SS,0.7567949738,-0.4858204193,0.31431489,0.332110296,-0.1405532367,0.7289861578,0.8004911708,-0.7418473928,-0.4150421275,-0.6390797207,-0.8074637117,-0.2831624084,-0.4556455026
BCC_SS,0.692007917,-0.5174173706,0.4866366764,-0.08151209417,0.4130212778,-0.5002038695,0.2986323766,-0.6762228051,-0.5340839137,-0.5513923255,-0.8917262793,-0.1877076412,-0.4216210807
BCC_SS,0.5557155109,-0.658872004,0.5555921541,-0.08175123178,0.3507758359,-0.4438250222,0.1947087957,-0.5516063647,-0.680154017,-0.5184840034,-0.8978522943,-0.1107755294,-0.4195236588
BCC_SS,0.5673396046,-0.6408169388,0.5497110921,-0.08079035905,0.3556854698,-0.4484130539,0.2138451052,-0.5622346269,-0.6623857188,-0.5212906819,-0.896842197,-0.1173369021,-0.4188966844
BCC_SS,0.5786217977,-0.6247816997,0.5440029982,-0.08001704368,0.3605218857,-0.4529435864,0.2300516629,-0.5725503043,-0.646397137,-0.5240148139,-0.895951078,-0.1237052962,-0.4184322243
BCC_SS,0.5895769706,-0.6104361269,0.5384603561,-0.0794184133,0.3652852151,-0.4574014408,0.243779165,-0.5825669768,-0.6319304842,-0.5266599856,-0.8951690908,-0.1298890992,-0.4181167122
Im,0.2080663095,-0.5041914206,0.6211044843,-0.003871984343,0.4219130323,-0.4120440069,0.5782986501,0.6668411523,0.7286318211,-0.2721417069,-0.7302081681,0.6744186047,0.71312495
Im,0.1315105901,-0.5819004132,0.7350404779,-0.1585775839,0.2016543008,-0.1995718658,0.8068026356,0.501744923,0.6725894764,-0.241113857,-0.8917262791,0.7416020718,0.4710679797
Im,0.1315105901,-0.5819004132,0.7350404779,-0.1585775839,0.2016543008,-0.1995718658,0.8068026356,0.501744923,0.6725894764,-0.241113857,-0.8917262791,0.7416020718,0.4710679797
Im,0.1315105901,-0.5819004132,0.7350404779,-0.1585775839,0.2016543008,-0.1995718658,0.8068026356,0.501744923,0.6725894764,-0.241113857,-0.8917262791,0.7416020718,0.4710679797
BCC_SS,-0.327823832,-0.4620256604,-0.3338082928,-0.0374760598,0.5738513989,0.06131983162,0.5782986501,0.5294617973,-0.4733771046,0.5966379954,0.3388681802,0.09413067553,-0.3784681009
FCC_PLUS_BCC,-0.327823832,-0.4620256604,-0.3338082928,-0.0374760598,0.5738513989,0.06131983162,0.5782986501,0.5294617973,-0.4733771046,0.5966379954,0.3388681802,0.09413067553,-0.3784681009
FCC_PLUS_BCC,-0.327823832,-0.4620256604,-0.3338082928,-0.0374760598,0.5738513989,0.06131983162,0.5782986501,0.5294617973,-0.4733771046,0.5966379954,0.3388681802,0.09413067553,-0.3784681009
FCC_SS,-0.5429089977,-0.9230761002,-0.03059417582,-0.5550611532,0.593884026,-0.7077152124,-0.06192015881,0.495719493,-0.4734206432,0.6380084548,-0.2458297973,0.3613879641,-0.8513778919
BCC_SS,0.582642582,-0.3663643882,0.2613023388,-0.4342256132,-0.05487144705,-0.01271163373,0.2986323766,-0.5587273041,-0.4423094661,-0.5513923255,-0.8917262793,-0.2541528239,-0.5807945053
BCC_SS,0.5470988481,-0.4234150826,0.04675636615,0.320881175,-0.9768377991,0.7365963567,0.5782986501,-0.497268119,-0.4804714079,-0.644475865,-0.7580261754,-0.3466223699,-0.5418628594
Im,0.3742482699,-0.6312240802,0.02155538136,0.4785550169,-0.9841660614,0.679183237,0.3999658902,-0.3290269064,-0.7946344071,-0.6308538836,-0.7194997454,-0.3018934176,-0.5168423177
Im,0.4081405474,-0.5710504565,0.02649675245,0.4484887217,-0.9938638969,0.693856501,0.4768160215,-0.3620153732,-0.6979198514,-0.633524859,-0.7266829811,-0.310663799,-0.5209776763
Im,0.4596065722,-0.5021480167,0.03400031051,0.4020868305,-0.9982039069,0.7124305721,0.5427748523,-0.4121089923,-0.5955561366,-0.6375807893,-0.7379210881,-0.3239817903,-0.5279574253
Im,0.5470988481,-0.4234150826,0.04675636615,0.320881175,-0.9768377991,0.7365963567,0.5782986501,-0.497268119,-0.4804714079,-0.644475865,-0.7580261754,-0.3466223699,-0.5418628594
Im,0.618683439,-0.383282552,0.05719313927,0.2519109013,-0.9324335519,0.751554812,0.5591592076,-0.5669437672,-0.4189221319,-0.6501172903,-0.7755307434,-0.3651464802,-0.5552959164
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
FCC_SS,-0.524681435,-0.9186257301,-0.04708205264,-0.6085959067,0.6394127222,-0.767062569,0.2986323766,0.5077703202,-0.5539982398,0.6121519186,-0.3646281042,0.3521594684,-0.8692938478
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
FCC_SS,-0.524681435,-0.9186257301,-0.04708205264,-0.6085959067,0.6394127222,-0.767062569,0.2986323766,0.5077703202,-0.5539982398,0.6121519186,-0.3646281042,0.3521594684,-0.8692938478
FCC_SS,-0.524681435,-0.9186257301,-0.04708205264,-0.6085959067,0.6394127222,-0.767062569,0.2986323766,0.5077703202,-0.5539982398,0.6121519186,-0.3646281042,0.3521594684,-0.8692938478
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
BCC_SS,0.8095756521,-0.4833254983,0.4831762575,-0.182444796,0.5928641827,-0.3361242837,0.5782986501,-0.8154097831,-0.4363030134,-0.582420172,-0.8971651602,-0.2181616833,-0.4754671196
BCC_SS,0.910738587,-0.5019827523,0.3270502982,-0.4279464997,0.4701313367,-0.4334012392,0.2986323766,-0.8569851143,-0.3738856756,-0.6289619417,-0.9277918189,-0.3981173865,-0.874198222
BCC_SS,0.910738587,-0.5019827523,0.3270502982,-0.4279464997,0.4701313367,-0.4334012392,0.2986323766,-0.8569851143,-0.3738856756,-0.6289619417,-0.9277918189,-0.3981173865,-0.874198222
BCC_SS,0.9777248547,-0.5481309558,0.2655362632,-0.3388314982,0.761674346,-0.5517983372,0.2870492455,-0.9482700804,-0.4556137021,-0.6755037115,-0.9994050202,-0.3568660022,-0.6903116632
BCC_SS,0.9669402257,-0.5260495029,0.3624460885,-0.1558108619,0.8968395615,-0.5769787863,0.2732869602,-0.9805060204,-0.5046309351,-0.6548184792,-0.9602756444,-0.2581518381,-0.499429716
BCC_SS,0.9829978346,-0.5348906067,0.3411536881,-0.1860302543,0.8906196292,-0.6005552988,0.255380463,-0.9899745224,-0.5027622038,-0.6622060617,-0.9725245805,-0.2798607802,-0.5273984354
BCC_SS,1,-0.545281692,0.318608792,-0.2244772353,0.8835662659,-0.6295348622,0.2300516629,-1,-0.50117369,-0.6700282091,-0.9874582039,-0.3028467199,-0.5613075065
BCC_SS,0.7248175175,-0.540870975,0.3218800252,-0.1508764573,0.3903104257,-0.3870670472,0.1778486756,-0.654531328,-0.5261436957,-0.5979340952,-0.9041257013,-0.3139534884,-0.5940022004
BCC_SS,0.735754051,-0.5497140323,0.2669611415,-0.2279251218,0.3848708847,-0.3504938158,0.06798456126,-0.6473008356,-0.5239492304,-0.6134480185,-0.9142001411,-0.3560354374,-0.6935388569
BCC_SS,0.713880984,-0.5325564847,0.376798909,-0.1057701336,0.3968153382,-0.4238007247,0.2470697258,-0.6617618203,-0.5285622733,-0.582420172,-0.8971651602,-0.2718715393,-0.5219064624
BCC_SS,0.7029444505,-0.5247457882,0.4317177927,-0.08425797812,0.4043856223,-0.4611886276,0.2860144362,-0.6689923127,-0.531207916,-0.5669062487,-0.8930756455,-0.2297895903,-0.4660186479
BCC_SS,0.692007917,-0.5174173706,0.4866366764,-0.08151209417,0.4130212778,-0.5002038695,0.2986323766,-0.6762228051,-0.5340839137,-0.5513923255,-0.8917262793,-0.1877076412,-0.4216210807
BCC_SS,0.3174316446,-0.7042090369,0.5556415006,-0.1905921821,0.2470282025,-0.457712617,0.5782986501,0.02332733153,0.2354262163,-0.3962530929,-0.8204130548,0.2048726467,-0.2680183884
BCC_SS,0.3174316446,-0.7042090369,0.5556415006,-0.1905921821,0.2470282025,-0.457712617,0.5782986501,0.02332733153,0.2354262163,-0.3962530929,-0.8204130548,0.2048726467,-0.2680183884
Im,0.3174316446,-0.7042090369,0.5556415006,-0.1905921821,0.2470282025,-0.457712617,0.5782986501,0.02332733153,0.2354262163,-0.3962530929,-0.8204130548,0.2048726467,-0.2680183884
BCC_SS,-0.3387603655,-0.4565532072,-0.199951147,0.06579540922,0.2050689557,-0.2568027511,0.5782986501,0.3559299805,-0.4236844871,0.2863595303,0.175334901,0.138427464,-0.3803901709
BCC_SS,-0.3269825745,-0.4612146523,-0.1843244618,0.0623715501,0.1744946877,-0.2484453352,0.7050352736,0.3353508742,-0.4180264363,0.2601051945,0.1690369345,0.1421756504,-0.3918371965
BCC_SS,-0.3109219095,-0.468464259,-0.1630153373,0.05390310401,0.1399140028,-0.2395444307,0.7767258954,0.3072884927,-0.4127094469,0.2243038394,0.1578667252,0.1472868234,-0.4078807304
BCC_SS,-0.2965227261,-0.475862141,-0.1439106119,0.04280372906,0.1158868481,-0.2333878296,0.8028884062,0.2821290867,-0.4102474499,0.1922060631,0.1452615138,0.1518692464,-0.4227214413
BCC_SS,-0.2877231949,-0.4808128613,-0.1322354956,0.03446537806,0.104450533,-0.2302783957,0.8068026356,0.2667539206,-0.4098037853,0.172590764,0.1363214515,0.1546696232,-0.4320184893
Im,-0.4804145134,-0.6968327183,-0.08347945636,-0.3808025256,0.5144410946,-0.4924594051,0.4558341364,0.4716178581,-0.5117950887,0.5345823017,-0.1779552081,0.3012708955,-0.6518384718
Im,-0.207521957,-0.3564905465,-0.2745062103,0.267897658,-0.04237951112,-0.1095552253,0.6530374237,0.2462675198,-0.3733427267,0.07950722322,0.3019057628,0.008490219934,-0.2938525857
Im,-0.1965854235,-0.3333172354,-0.233469713,0.170128579,-0.1516483834,0.008983124323,0.752153636,0.2336141582,-0.3486113856,0.09502114647,0.2712839569,0.02731635504,-0.3239991168
BCC_SS,-0.18564889,-0.3114067276,-0.1924332158,0.05864111245,-0.2301853854,0.09045631362,0.7983906742,0.2209607965,-0.3251697015,0.1105350697,0.2394755887,0.04614249014,-0.3566696722
Im,-0.1783578597,-0.2974406749,-0.1650755497,-0.02469879715,-0.2654701292,0.1326258488,0.8068026356,0.2125252277,-0.3102000808,0.1208776864,0.2175703738,0.05869324797,-0.3800480334
Im,-0.1710668452,-0.2839508705,-0.1377178859,-0.1169645729,-0.2870962566,0.1683432644,0.7983906742,0.2040896476,-0.295721751,0.1312203008,0.1950739025,0.07124400374,-0.4048793308
BCC_SS,0.910738587,-0.5019827523,0.3270502982,-0.4279464997,0.4701313367,-0.4334012392,0.2986323766,-0.8569851143,-0.3738856756,-0.6289619417,-0.9277918189,-0.3981173865,-0.874198222
BCC_SS,0.8545369482,-0.4878295765,0.2005527606,0.07183357867,-0.2657989409,0.7243500073,0.5427748523,-0.7897013711,-0.3551433941,-0.6720561743,-0.8558920201,-0.4334932951,-0.8146522149
BCC_SS,0.8308731203,-0.4847077349,0.1472906437,0.2282214776,-0.5175130827,0.8698196415,0.5709420068,-0.7613713612,-0.3516119239,-0.6902011112,-0.8353614089,-0.4483884118,-0.7984120632
BCC_SS,0.8095756521,-0.4833254983,0.09935473365,0.3550680816,-0.7145925062,0.9453639731,0.5782986501,-0.7358743671,-0.3505847676,-0.706531558,-0.8204130548,-0.4617940199,-0.7866353767
BCC_SS,0.790306505,-0.4832484496,0.05598414624,0.4609867872,-0.8688507867,0.9834980592,0.5728602539,-0.7128056638,-0.3514032808,-0.7213067256,-0.8093953912,-0.4739229048,-0.7779228055
BCC_SS,0.7727891385,-0.4841588903,0.01655634813,0.5511025103,-0.9892578808,1,0.5591592076,-0.69183409,-0.353592666,-0.73473869,-0.8012531705,-0.4849491583,-0.7714176897
Im,-0.4206771526,-0.570129299,-0.1348617467,-0.2012775356,0.2739228391,-0.277945505,0.2277555192,0.4709089799,-0.4326409138,0.540666191,0.09829719362,0.2536859683,-0.5285105092
FCC_SS,-0.4206771526,-0.570129299,-0.1348617467,-0.2012775356,0.2739228391,-0.277945505,0.2277555192,0.4709089799,-0.4326409138,0.540666191,0.09829719362,0.2536859683,-0.5285105092
Im,-0.4206771526,-0.570129299,-0.1348617467,-0.2012775356,0.2739228391,-0.277945505,0.2277555192,0.4709089799,-0.4326409138,0.540666191,0.09829719362,0.2536859683,-0.5285105092
Im,-0.4579685807,-0.6436363402,-0.134870845,-0.2650182004,0.2097401999,-0.1679484412,0.7331618041,0.3349615526,-0.3711041654,0.4446015475,-0.147097622,0.2062015504,-0.5367875892
FCC_SS,-0.502808368,-0.946193231,-0.165102693,-0.5135040298,-0.06537150273,-0.02646627379,0.05706497472,0.09563225521,-0.326922223,0.3794430698,-0.7268562501,0.1029900332,-0.607485664
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
BCC_SS,0.7282449003,-0.4931273446,0.227205698,-0.3707284601,0.276195926,-0.1991872456,0.09679008663,-0.6401511623,-0.4840286463,-0.6120280158,-0.9125247362,-0.3730315033,-0.7590163934
Im,0.7282449003,-0.4931273446,0.227205698,-0.3707284601,0.276195926,-0.1991872456,0.09679008663,-0.6401511623,-0.4840286463,-0.6120280158,-0.9125247362,-0.3730315033,-0.7590163934
Im,-0.4973401013,-0.9456282412,-0.1413275795,-0.5522910845,0.03092169079,-0.02800926694,0.02539759855,0.1968591484,-0.3608454635,0.4104709163,-0.7302081681,0.1583610188,-0.6319914323
FCC_SS,-0.504448848,-0.9478515671,-0.1796445946,-0.5108368322,-0.08817455047,-0.04589731397,0.01580929109,0.04935710406,-0.3216553473,0.3670319312,-0.7409760422,0.07530454042,-0.6022188899
FCC_SS,-0.4973401013,-0.9456282412,-0.1413275795,-0.5522910845,0.03092169079,-0.02800926694,0.02539759855,0.1968591484,-0.3608454635,0.4104709163,-0.7302081681,0.1583610188,-0.6319914323
FCC_SS,-0.4653449306,-0.682547912,-0.06293761596,-0.4113819505,0.4771417707,-0.1618260514,0.3093326695,0.6793022061,-0.5160546426,0.7392340534,-0.2915357017,0.4140100352,-0.8015639121
Im,-0.3836001529,-0.4387220143,-0.1707289271,-0.2777497528,0.1260470732,0.1107017878,0.566542136,0.5016244017,-0.413482265,0.5563017949,0.09770962215,0.2392026578,-0.4749675542
Im,-0.3836001529,-0.4387220143,-0.1707289271,-0.2777497528,0.1260470732,0.1107017878,0.566542136,0.5016244017,-0.413482265,0.5563017949,0.09770962215,0.2392026578,-0.4749675542
FCC_SS,-0.4699987671,-0.6304521998,-0.04439707772,-0.6185460326,0.4563687769,-0.2386654957,0.4558341364,0.4595670373,-0.47248836,0.5493574669,-0.2436774763,0.3192005482,-0.7544543335
FCC_SS,-0.4569224916,-0.6539406549,-0.1242113414,-0.2575369129,0.6100751154,-0.2708176142,0.6706147749,0.4771193069,-0.5002210598,0.5615630336,-0.06197313711,0.2589917632,-0.5934265576
FCC_SS,-0.4569224916,-0.6539406549,-0.1242113414,-0.2575369129,0.6100751154,-0.2708176142,0.6706147749,0.4771193069,-0.5002210598,0.5615630336,-0.06197313711,0.2589917632,-0.5934265576
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
BCC_SS,0.7929104577,-0.319528253,0.3494897093,-0.3492318169,0.6027110172,-0.681533152,0.4558341364,-0.3375086684,0.7637355677,-0.5292295778,-0.6744801647,-0.04730264188,-0.1459736299
FCC_SS,-0.5181195149,-0.9279432906,-0.08244346286,-0.4697247331,0.1840073806,-0.05411930738,0.5553880169,0.2583183335,-0.3423779585,0.4601154707,-0.410563766,0.2225913621,-0.6563067555
BCC_SS,0.2461598531,-0.4147474266,0.2258509989,-0.4038482595,0.201466435,-0.5444377489,0.1848442296,-0.3173182246,-0.8153545702,-0.4583087859,-0.7406178863,-0.1480582825,-0.6130215816
Im,0.2461598531,-0.4147474266,0.2258509989,-0.4038482595,0.201466435,-0.5444377489,0.1848442296,-0.3173182246,-0.8153545702,-0.4583087859,-0.7406178863,-0.1480582825,-0.6130215816
BCC_SS,0.8095756521,-0.4833254983,0.4831762575,-0.182444796,0.5928641827,-0.3361242837,0.5782986501,-0.8154097831,-0.4363030134,-0.582420172,-0.8971651602,-0.2181616833,-0.4754671196
BCC_SS,0.723906156,-0.4657615509,0.6422198292,-0.007682365659,0.2040445574,0.06787122472,0.8068026356,-0.2695075978,0.8533492087,-0.4996792451,-0.7596281573,0.2967884865,0.7075804693
BCC_SS,0.6470900196,-0.4462947031,0.66288541,-0.0884823022,0.245124916,-0.06048750325,1,0.01712977274,1,-0.4405785864,-0.7124448755,0.3956652448,0.6180678119
FCC_PLUS_BCC,-0.421391959,-0.565053889,-0.1320093287,-0.1647662744,0.368769915,-0.3444609146,0.5427748523,0.4234145694,-0.4674630809,0.4311561449,0.002140198165,0.2334194642,-0.5063050857
FCC_PLUS_BCC,-0.421391959,-0.565053889,-0.1320093287,-0.1647662744,0.368769915,-0.3444609146,0.5427748523,0.4234145694,-0.4674630809,0.4311561449,0.002140198165,0.2334194642,-0.5063050857
FCC_PLUS_BCC,-0.421391959,-0.565053889,-0.1320093287,-0.1647662744,0.368769915,-0.3444609146,0.5427748523,0.4234145694,-0.4674630809,0.4311561449,0.002140198165,0.2334194642,-0.5063050857
FCC_PLUS_BCC,-0.421391959,-0.565053889,-0.1320093287,-0.1647662744,0.368769915,-0.3444609146,0.5427748523,0.4234145694,-0.4674630809,0.4311561449,0.002140198165,0.2334194642,-0.5063050857
Im,-0.4000049531,-0.4623895815,-0.1850754168,-0.1653056992,0.1697477928,0.05968979266,0.4412752333,0.5525993729,-0.4083710695,0.609049134,0.1404313637,0.2527131783,-0.4452749146
Im,-0.3861520176,-0.4405697404,-0.1372429298,-0.3213911215,0.09096266044,0.1474944825,0.5086048194,0.4779445327,-0.3770001849,0.5630244926,0.1055344964,0.2464008841,-0.5129371682
Im,-0.3861520176,-0.4405697404,-0.1372429298,-0.3213911215,0.09096266044,0.1474944825,0.5086048194,0.4779445327,-0.3770001849,0.5630244926,0.1055344964,0.2464008841,-0.5129371682
BCC_SS,0.7087165017,-0.3706926576,0.138039049,-0.6645627813,0.3998306035,0.02309985243,0.1566758339,-0.6973117465,-0.4098037863,-0.6375807893,-0.9370914893,-0.258767074,-0.6051711666
BCC_SS,0.6927274339,-0.3803022361,0.1659319097,-0.5661230844,0.3222984121,-0.01848116795,0.33112365,-0.6757471094,-0.4132988481,-0.624879329,-0.923842873,-0.2642070279,-0.6143000893
BCC_SS,0.8560559195,-0.549378424,0.1872086633,-0.4389296186,0.5867843943,-0.3976776597,0.08145167851,-0.7756420751,-0.4582351293,-0.6677467499,-0.9828661503,-0.3953488372,-0.8721774265
BCC_SS,0.6653175591,-0.3989129353,0.2137482329,-0.4630333512,0.2154755164,-0.08903700597,0.4427484555,-0.638779189,-0.4230674761,-0.6031054043,-0.9071219054,-0.2735326703,-0.6308517118
BCC_SS,0.6534815002,-0.4078459154,0.2343961957,-0.4340801896,0.1795352572,-0.1185778578,0.4608266979,-0.6228157537,-0.428804318,-0.5937030239,-0.9019311588,-0.2775596484,-0.6383836484
BCC_SS,0.295558593,0.08752480029,-0.01430984687,-0.1997509652,-0.1159083599,0.5486067237,0.8068026356,-0.161050212,0.3244384148,0.172590764,0.4367147662,-0.07973421631,-0.4832508996
BCC_SS,-0.3387603655,-0.4565532072,-0.199951147,0.06579540922,0.2050689557,-0.2568027511,0.5782986501,0.3559299805,-0.4236844871,0.2863595303,0.175334901,0.138427464,-0.3803901709
BCC_SS,-0.3515196405,-0.5012843625,-0.2441902254,0.05691788156,0.5938840245,-0.02338714952,0.8068026356,0.4294399992,-0.4317817422,0.4828692297,0.2775948153,0.1140642337,-0.4290850442
Im,-0.3741911256,-0.4813458474,-0.1858739555,-0.002822097621,0.2106652454,-0.1952152592,0.5610518523,0.4462214946,-0.4027479232,0.4268823368,0.178970608,0.1945123219,-0.4062605552
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
BCC_SS,0.910738587,-0.5019827523,0.3270502982,-0.4279464997,0.4701313367,-0.4334012392,0.2986323766,-0.8569851143,-0.3738856756,-0.6289619417,-0.9277918189,-0.3981173865,-0.874198222
FCC_SS,-0.4908302596,-0.7622989433,-0.007369625734,-0.3800921114,0.5097953091,-0.2645160227,0.4558341364,0.5663028779,-0.4325423726,0.5789077971,-0.3421176073,0.3824816751,-0.7686325886
FCC_SS,-0.4908302596,-0.7622989433,-0.007369625734,-0.3800921114,0.5097953091,-0.2645160227,0.4558341364,0.5663028779,-0.4325423726,0.5789077971,-0.3421176073,0.3824816751,-0.7686325886
FCC_SS,-0.4908302596,-0.7622989433,-0.007369625734,-0.3800921114,0.5097953091,-0.2645160227,0.4558341364,0.5663028779,-0.4325423726,0.5789077971,-0.3421176073,0.3824816751,-0.7686325886
FCC_SS,-0.4908302596,-0.7622989433,-0.007369625734,-0.3800921114,0.5097953091,-0.2645160227,0.4558341364,0.5663028779,-0.4325423726,0.5789077971,-0.3421176073,0.3824816751,-0.7686325886
Im,-0.4908302596,-0.7622989433,-0.007369625734,-0.3800921114,0.5097953091,-0.2645160227,0.4558341364,0.5663028779,-0.4325423726,0.5789077971,-0.3421176073,0.3824816751,-0.7686325886
Im,-0.4908302596,-0.7622989433,-0.007369625734,-0.3800921114,0.5097953091,-0.2645160227,0.4558341364,0.5663028779,-0.4325423726,0.5789077971,-0.3421176073,0.3824816751,-0.7686325886
Im,0.1014351079,-0.0518806142,-0.07562033098,-0.623521942,-0.9023027698,0.7873019763,0.1439372539,0.08117127048,0.07859885309,0.2243038373,0.4632064214,0.004429678848,-0.427515192
Im,0.1807249758,0.0384063337,-0.07382905531,-0.5084404155,-0.8562049644,0.9843438418,0.4471410543,-0.001979391753,0.1994708909,0.2243038373,0.4721058281,-0.03875968992,-0.413901975
Im,0.2272052501,0.06620309215,-0.08412888911,-0.410444543,-0.6780739415,0.9249607572,0.5527175061,-0.04958012632,0.2427623604,0.2243038404,0.4838968049,-0.07881136766,-0.4278365507
Im,0.1393223841,0.03157101789,-0.04726622069,-0.3626932631,-0.615190911,0.7989308961,0.6487784758,0.02229440469,0.214909516,0.2538541675,0.4491630811,0.003849602159,-0.4412998304
Im,0.2518124435,0.09518010339,-0.02587172024,-0.2262834347,-0.5206744047,0.7915711244,0.7946301712,-0.1013986618,0.331039534,0.2243038373,0.4809569984,-0.0503875969,-0.4493218082
Im,0.2773310371,0.1139393722,-0.02014506309,-0.190734166,-0.504381966,0.7846549335,0.8068026356,-0.1309231604,0.3620532367,0.2243038416,0.4838968056,-0.06127722107,-0.451625454
BCC_SS,-0.3743040994,-0.7108044217,-0.005149917561,-0.3862401286,0.07394630917,0.02225844275,0.2986323766,-0.04355472287,-0.5246441008,0.06916460472,-0.5589806708,0.1362126246,-0.6939232412
FCC_PLUS_BCC,-0.3437078378,-0.7052222514,0.0552038611,-0.4958181217,0.4097802621,-0.1211983367,0.2778070859,0.0599532249,-0.5449705588,0.06177702433,-0.439183898,0.2097769359,-0.788023015
FCC_PLUS_BCC,-0.3545575735,-0.7083498229,0.02778060642,-0.4295969544,0.3404409468,0.05329979848,0.3674018429,0.03879255758,-0.5187163547,0.08640229953,-0.4161511791,0.1829703475,-0.7485168804
FCC_PLUS_BCC,-0.3640510922,-0.7118386396,0.003785258978,-0.3815753285,0.2990701502,0.182179481,0.4187965636,0.02027697332,-0.4981424951,0.1079494144,-0.3985286875,0.1595145828,-0.7227352425
FCC_PLUS_BCC,-0.3762570518,-0.71740915,-0.02706590419,-0.3311050735,0.272349221,0.3333539827,0.4558341364,-0.003528782655,-0.4745991365,0.1356528478,-0.3790754494,0.1293571692,-0.6981284045
FCC_PLUS_BCC,0.3137861488,-0.7296372848,0.702607532,-0.05992919054,0.101377346,-0.1595533092,0.8068026356,0.4294399992,0.741997843,-0.3445400122,-0.790947446,0.6493170956,0.56452567
FCC_SS,-0.502808368,-0.9026598924,-0.1307427687,-0.3720535712,1,-0.3529911205,0.5782986501,0.5656142591,-0.5784465345,0.7828050744,-0.2346355784,0.2801771872,-0.7640697175
FCC_SS,-0.4735266811,-0.7446215733,-0.1049767649,-0.2592739491,0.9529950548,-0.3431215966,0.6918334245,0.5380917394,-0.5368215195,0.7447709394,-0.1806182505,0.2594577213,-0.7172218701
Im,-0.4437688705,-0.6577882467,-0.07879180276,-0.173179473,0.9080932437,-0.3390176389,0.7486707522,0.5101217002,-0.5005860939,0.7061183648,-0.132946201,0.2384013544,-0.6792562121
Im,-0.4135232185,-0.593732305,-0.05217757624,-0.1058419619,0.8654173682,-0.3394567169,0.7827881605,0.481693141,-0.4689122322,0.6668321424,-0.09095779115,0.216999802,-0.6474037453
Im,-0.3827776532,-0.5428832751,-0.02512344877,-0.05291052228,0.8250966652,-0.3435492627,0.8011211846,0.4527946757,-0.4412522512,0.6268965564,-0.05419583627,0.1952445018,-0.620232005
