Phase,Mean_Atomic_Radius,Atomic_Size_Diff,Avg_Tm,Std_Dev_Tm,H_mix,Std_Dev_H_mix,S_mix,EN,Std_Dev_EN,VEC,Std_Dev_VEC,Mean_Bulk_Mod,Std_Dev_Bulk_Mod
FCC_SS,-0.5429089977,-0.9230761002,-0.1307427702,-0.9644324228,0.7759988124,-0.9167726671,-0.06192015881,0.7005834432,-0.9017413342,0.8448607647,-0.721326513,0.3983019545,-0.9256889459
FCC_SS,-0.5246814419,-0.9335581869,-0.198322716,-0.716902387,0.1841257565,-0.2824407259,-0.06192015881,0.3029063634,-0.239273078,0.6380084548,-0.489428205,0.1768180123,-0.5862535615
FCC_SS,-0.5246814419,-0.9335581869,-0.198322716,-0.716902387,0.1841257565,-0.2824407259,-0.06192015881,0.3029063634,-0.239273078,0.6380084548,-0.489428205,0.1768180123,-0.5862535615
FCC_SS,-0.5246814419,-0.9335581869,-0.198322716,-0.716902387,0.1841257565,-0.2824407259,-0.06192015881,0.3029063634,-0.239273078,0.6380084548,-0.489428205,0.1768180123,-0.5862535615
FCC_SS,-0.5246814419,-0.9335581869,-0.198322716,-0.716902387,0.1841257565,-0.2824407259,-0.06192015881,0.3029063634,-0.239273078,0.6380084548,-0.489428205,0.1768180123,-0.5862535615
FCC_SS,-0.5246814419,-0.9335581869,-0.198322716,-0.716902387,0.1841257565,-0.2824407259,-0.06192015881,0.3029063634,-0.239273078,0.6380084548,-0.489428205,0.1768180123,-0.5862535615
FCC_SS,-0.524681435,-0.9186257301,-0.04708205264,-0.6085959067,0.6394127222,-0.767062569,0.2986323766,0.5077703202,-0.5539982398,0.6121519186,-0.3646281042,0.3521594684,-0.8692938478
FCC_SS,-0.524681435,-0.9186257301,-0.04708205264,-0.6085959067,0.6394127222,-0.767062569,0.2986323766,0.5077703202,-0.5539982398,0.6121519186,-0.3646281042,0.3521594684,-0.8692938478
FCC_SS,-0.524681435,-0.9186257301,-0.04708205264,-0.6085959067,0.6394127222,-0.767062569,0.2986323766,0.5077703202,-0.5539982398,0.6121519186,-0.3646281042,0.3521594684,-0.8692938478
FCC_SS,-0.524681435,-0.9186257301,-0.04708205264,-0.6085959067,0.6394127222,-0.767062569,0.2986323766,0.5077703202,-0.5539982398,0.6121519186,-0.3646281042,0.3521594684,-0.8692938478
FCC_SS,-0.524681435,-0.9186257301,-0.04708205264,-0.6085959067,0.6394127222,-0.767062569,0.2986323766,0.5077703202,-0.5539982398,0.6121519186,-0.3646281042,0.3521594684,-0.8692938478
FCC_SS,-0.5383521019,-0.9323938807,-0.1816312822,-0.7498093466,0.4217286411,-0.3322335449,0.2986323766,0.4083510501,-0.3017839933,0.6897215349,-0.5589806708,0.2414174972,-0.6078815434
FCC_SS,-0.5383521019,-0.9323938807,-0.1816312822,-0.7498093466,0.4217286411,-0.3322335449,0.2986323766,0.4083510501,-0.3017839933,0.6897215349,-0.5589806708,0.2414174972,-0.6078815434
FCC_SS,-0.5383521019,-0.9323938807,-0.1816312822,-0.7498093466,0.4217286411,-0.3322335449,0.2986323766,0.4083510501,-0.3017839933,0.6897215349,-0.5589806708,0.2414174972,-0.6078815434
FCC_SS,-0.5383521019,-0.9323938807,-0.1816312822,-0.7498093466,0.4217286411,-0.3322335449,0.2986323766,0.4083510501,-0.3017839933,0.6897215349,-0.5589806708,0.2414174972,-0.6078815434
FCC_SS,-0.5383521019,-0.9323938807,-0.1816312822,-0.7498093466,0.4217286411,-0.3322335449,0.2986323766,0.4083510501,-0.3017839933,0.6897215349,-0.5589806708,0.2414174972,-0.6078815434
FCC_SS,-0.5383521019,-0.9323938807,-0.1065198363,-0.4389076094,0.20404456,-0.06454057423,0.2986323766,0.2547030873,-0.2602659449,0.5345823024,-0.3096479399,0.2137320044,-0.6138684363
FCC_SS,-0.5383521019,-0.9323938807,-0.1065198363,-0.4389076094,0.20404456,-0.06454057423,0.2986323766,0.2547030873,-0.2602659449,0.5345823024,-0.3096479399,0.2137320044,-0.6138684363
FCC_SS,-0.5383521019,-0.9323938807,-0.1065198363,-0.4389076094,0.20404456,-0.06454057423,0.2986323766,0.2547030873,-0.2602659449,0.5345823024,-0.3096479399,0.2137320044,-0.6138684363
FCC_SS,-0.5383521019,-0.9323938807,-0.1065198363,-0.4389076094,0.20404456,-0.06454057423,0.2986323766,0.2547030873,-0.2602659449,0.5345823024,-0.3096479399,0.2137320044,-0.6138684363
FCC_SS,-0.5383521019,-0.9323938807,-0.1065198363,-0.4389076094,0.20404456,-0.06454057423,0.2986323766,0.2547030873,-0.2602659449,0.5345823024,-0.3096479399,0.2137320044,-0.6138684363
BCC_SS,-0.04745088948,-0.3702680866,0.3479423441,-0.1720575483,0.351354352,-0.3864491937,0.5224838272,0.4321788024,0.1461449678,-0.001353230346,-0.2991595546,0.2590355362,-0.2898208597
Im,-0.04745088948,-0.3702680866,0.3479423441,-0.1720575483,0.351354352,-0.3864491937,0.5224838272,0.4321788024,0.1461449678,-0.001353230346,-0.2991595546,0.2590355362,-0.2898208597
Im,-0.04745088948,-0.3702680866,0.3479423441,-0.1720575483,0.351354352,-0.3864491937,0.5224838272,0.4321788024,0.1461449678,-0.001353230346,-0.2991595546,0.2590355362,-0.2898208597
Im,-0.04745088948,-0.3702680866,0.3479423441,-0.1720575483,0.351354352,-0.3864491937,0.5224838272,0.4321788024,0.1461449678,-0.001353230346,-0.2991595546,0.2590355362,-0.2898208597
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
FCC_SS,-0.774659337,0.6108796869,0.2410050936,0.504251431,-0.009761453468,-0.1635381928,1,0.6317216246,0.623871857,0.2243038394,-0.08413572251,0.5950007932,0.6532705702
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
FCC_SS,-0.774659337,0.6108796869,0.2410050936,0.504251431,-0.009761453468,-0.1635381928,1,0.6317216246,0.623871857,0.2243038394,-0.08413572251,0.5950007932,0.6532705702
Im,-0.469998761,-0.6677035433,-0.005018204884,-0.4038834152,0.5992308902,-0.7546900132,0.4768160215,0.4609847882,-0.4969623411,0.5528339798,-0.2855408928,0.3101426639,-0.7292343252
Im,-0.469998761,-0.6677035433,-0.005018204884,-0.4038834152,0.5992308902,-0.7546900132,0.4768160215,0.4609847882,-0.4969623411,0.5528339798,-0.2855408928,0.3101426639,-0.7292343252
FCC_SS,-0.502808368,-0.9026598924,-0.1307427687,-0.3720535712,1,-0.3529911205,0.5782986501,0.5656142591,-0.5784465345,0.7828050744,-0.2346355784,0.2801771872,-0.7640697175
Im,0.03308177353,-0.3430323119,0.307305555,-0.1665763785,0.1970376936,-0.2227331067,0.5782986501,0.3197775186,0.1584227104,-0.08597462783,-0.2600181498,0.1871539313,-0.2784675989
Im,-0.07940828506,-0.3874840144,0.3640680567,-0.1771835668,0.4287263546,-0.5090067725,0.4558341364,0.4767824954,0.134693116,0.03222669191,-0.3222889358,0.287559985,-0.2985009504
BCC_SS,-0.04745088948,-0.3702680866,0.3479423441,-0.1720575483,0.351354352,-0.3864491937,0.5224838272,0.4321788024,0.1461449678,-0.001353230346,-0.2991595546,0.2590355362,-0.2898208597
Im,-0.03253743486,-0.3635545793,0.3404170125,-0.1702237835,0.318384824,-0.3448321534,0.5427748523,0.4113637488,0.1501933004,-0.01702385974,-0.289908614,0.2457241276,-0.2865966797
Im,0.03308177353,-0.3430323119,0.307305555,-0.1665763785,0.1970376936,-0.2227331067,0.5782986501,0.3197775186,0.1584227104,-0.08597462783,-0.2600181498,0.1871539313,-0.2784675989
Im,-1,1,0.2019585049,1,-0.1411646617,-0.2280545874,0.789850266,1,0.7853072661,0.0572308196,0.2176394965,0.8790356954,1
Im,-0.3939898597,-0.5454466306,-0.2801025912,-0.2369219513,-0.1200127681,-0.291318512,0.1999363165,0.1585375388,-0.2730168062,0.342209654,-0.09555639543,0.02635658915,-0.4388914464
Im,-0.3740360545,-0.5064008979,-0.2744279844,-0.2359463879,-0.1492608811,-0.2457443534,0.2887588513,0.1455368235,-0.2690443815,0.3216460989,-0.07629844015,0.01917355936,-0.4397351064
Im,-0.3740360545,-0.5064008979,-0.2744279844,-0.2359463879,-0.1492608811,-0.2457443534,0.2887588513,0.1455368235,-0.2690443815,0.3216460989,-0.07629844015,0.01917355936,-0.4397351064
Im,-0.3548496963,-0.4734487144,-0.2689716307,-0.2355053969,-0.1755675311,-0.2074421034,0.3412253385,0.1330361426,-0.2656881633,0.3018734517,-0.05918753242,0.01226680155,-0.4407237747
Im,-0.3548496963,-0.4734487144,-0.2689716307,-0.2355053969,-0.1755675311,-0.2074421034,0.3412253385,0.1330361426,-0.2656881633,0.3018734517,-0.05918753242,0.01226680155,-0.4407237747
Im,-0.3548496963,-0.4734487144,-0.2689716307,-0.2355053969,-0.1755675311,-0.2074421034,0.3412253385,0.1330361426,-0.2656881633,0.3018734517,-0.05918753242,0.01226680155,-0.4407237747
Im,-0.3740360545,-0.5064008979,-0.2744279844,-0.2359463879,-0.1492608811,-0.2457443534,0.2887588513,0.1455368235,-0.2690443815,0.3216460989,-0.07629844015,0.01917355936,-0.4397351064
Im,-0.3740360545,-0.5064008979,-0.2744279844,-0.2359463879,-0.1492608811,-0.2457443534,0.2887588513,0.1455368235,-0.2690443815,0.3216460989,-0.07629844015,0.01917355936,-0.4397351064
Im,-0.3740360545,-0.5064008979,-0.2744279844,-0.2359463879,-0.1492608811,-0.2457443534,0.2887588513,0.1455368235,-0.2690443815,0.3216460989,-0.07629844015,0.01917355936,-0.4397351064
Im,-0.3797723661,-0.516346897,-0.3005068496,-0.1962164115,-0.1447621676,-0.2967715653,0.2344517855,0.1281694709,-0.2583637205,0.3173873768,-0.03029635263,-0.003322259136,-0.4220395962
Im,-0.3868811129,-0.5305269458,-0.2903047204,-0.215813592,-0.1333503998,-0.2939027064,0.2198677549,0.1433535048,-0.2653353876,0.3297985154,-0.06223055113,0.01151716501,-0.430011651
Im,-0.3890684196,-0.5292971372,-0.2998147658,-0.2214424643,-0.1440860664,-0.3060230445,0.2123624084,0.1028627476,-0.2557440399,0.3173873768,-0.06413177025,-0.01063122924,-0.4337382702
Im,-0.3939898597,-0.5454466306,-0.2801025912,-0.2369219513,-0.1200127681,-0.291318512,0.1999363165,0.1585375388,-0.2730168062,0.342209654,-0.09555639543,0.02635658915,-0.4388914464
Im,-0.3967239931,-0.5439625809,-0.291990148,-0.2426863029,-0.1378372528,-0.3062456959,0.1962961496,0.1079240922,-0.2595110506,0.3266957307,-0.09753082407,-0.001328903654,-0.4424122063
Im,-0.4043795665,-0.5594680485,-0.2841655302,-0.2649949839,-0.1314245359,-0.3067685785,0.1769499339,0.1129854369,-0.263366761,0.3360040847,-0.1322670438,0.007973421927,-0.4515428263
Im,-0.4125819666,-0.5756398348,-0.2787184237,-0.2894889096,-0.1270606103,-0.3105582625,0.1529253948,0.1079240922,-0.2651842916,0.342209654,-0.1688167681,0.01173864895,-0.461843225
Im,-0.3939898597,-0.5454466306,-0.2801025912,-0.2369219513,-0.1200127681,-0.291318512,0.1999363165,0.1585375388,-0.2730168062,0.342209654,-0.09555639543,0.02635658915,-0.4388914464
Im,-0.3939898597,-0.5454466306,-0.2801025912,-0.2369219513,-0.1200127681,-0.291318512,0.1999363165,0.1585375388,-0.2730168062,0.342209654,-0.09555639543,0.02635658915,-0.4388914464
Im,-0.3939898597,-0.5454466306,-0.2801025912,-0.2369219513,-0.1200127681,-0.291318512,0.1999363165,0.1585375388,-0.2730168062,0.342209654,-0.09555639543,0.02635658915,-0.4388914464
Im,-0.3939898597,-0.5454466306,-0.2801025912,-0.2369219513,-0.1200127681,-0.291318512,0.1999363165,0.1585375388,-0.2730168062,0.342209654,-0.09555639543,0.02635658915,-0.4388914464
Im,-0.3939898597,-0.5454466306,-0.2801025912,-0.2369219513,-0.1200127681,-0.291318512,0.1999363165,0.1585375388,-0.2730168062,0.342209654,-0.09555639543,0.02635658915,-0.4388914464
Im,-0.3939898597,-0.5454466306,-0.2801025912,-0.2369219513,-0.1200127681,-0.291318512,0.1999363165,0.1585375388,-0.2730168062,0.342209654,-0.09555639543,0.02635658915,-0.4388914464
Im,-0.3939898597,-0.5454466306,-0.2801025912,-0.2369219513,-0.1200127681,-0.291318512,0.1999363165,0.1585375388,-0.2730168062,0.342209654,-0.09555639543,0.02635658915,-0.4388914464
Im,-0.3939898597,-0.5454466306,-0.2801025912,-0.2369219513,-0.1200127681,-0.291318512,0.1999363165,0.1585375388,-0.2730168062,0.342209654,-0.09555639543,0.02635658915,-0.4388914464
Im,-0.3939898597,-0.5454466306,-0.2801025912,-0.2369219513,-0.1200127681,-0.291318512,0.1999363165,0.1585375388,-0.2730168062,0.342209654,-0.09555639543,0.02635658915,-0.4388914464
BCC_SS,-0.4494927741,-0.6690745337,-0.1422435743,-0.2535539831,-0.02493277011,-0.08778693613,0.4626420041,0.2155379141,-0.340108265,0.3729789327,-0.2029101736,0.1440568458,-0.5405922481
BCC_SS,-0.3873671882,-0.5400963958,-0.133076857,-0.2270915849,-0.1433975694,-0.02824800825,0.563630289,0.1149135621,-0.3609648856,0.238093989,-0.2252563799,0.09019318142,-0.529616832
Im,-0.4748594553,-0.5641586317,-0.1422684533,-0.2268100131,-0.2685306615,0.1191977763,0.563630289,0.1727575005,-0.3605240427,0.238093989,-0.2252563799,0.1098806428,-0.5485300552
FCC_SS,0.008474573151,-0.2887062084,-0.3579090928,0.1329353329,-0.3465681157,0.4803590287,0.2986323766,0.2185506255,-0.1708202309,0.2243038373,0.7425860645,-0.1572535991,-0.3962769922
FCC_SS,0.008474573151,-0.2887062084,-0.3579090928,0.1329353329,-0.3465681157,0.4803590287,0.2986323766,0.2185506255,-0.1708202309,0.2243038373,0.7425860645,-0.1572535991,-0.3962769922
FCC_SS,0.008474573151,-0.2887062084,-0.3579090928,0.1329353329,-0.3465681157,0.4803590287,0.2986323766,0.2185506255,-0.1708202309,0.2243038373,0.7425860645,-0.1572535991,-0.3962769922
FCC_SS,0.008474573151,-0.2887062084,-0.3579090928,0.1329353329,-0.3465681157,0.4803590287,0.2986323766,0.2185506255,-0.1708202309,0.2243038373,0.7425860645,-0.1572535991,-0.3962769922
FCC_SS,-0.03800569423,-0.2943747054,-0.320862255,0.08536703092,-0.1777989281,0.4745449959,0.5659535556,0.2375306679,-0.22059695,0.2165468756,0.6063188355,-0.1035437431,-0.3886025002
FCC_SS,-0.03800569423,-0.2943747054,-0.320862255,0.08536703092,-0.1777989281,0.4745449959,0.5659535556,0.2375306679,-0.22059695,0.2165468756,0.6063188355,-0.1035437431,-0.3886025002
FCC_SS,-0.03800569423,-0.2943747054,-0.320862255,0.08536703092,-0.1777989281,0.4745449959,0.5659535556,0.2375306679,-0.22059695,0.2165468756,0.6063188355,-0.1035437431,-0.3886025002
FCC_SS,-0.03800569423,-0.2943747054,-0.320862255,0.08536703092,-0.1777989281,0.4745449959,0.5659535556,0.2375306679,-0.22059695,0.2165468756,0.6063188355,-0.1035437431,-0.3886025002
FCC_SS,-0.08722009498,-0.3020657443,-0.3056364117,0.03291577744,-0.05717633732,0.4700878042,0.5782986501,0.2836250568,-0.2436389563,0.2863595303,0.5551936047,-0.06090808416,-0.3943434824
FCC_SS,-0.08722009498,-0.3020657443,-0.3056364117,0.03291577744,-0.05717633732,0.4700878042,0.5782986501,0.2836250568,-0.2436389563,0.2863595303,0.5551936047,-0.06090808416,-0.3943434824
FCC_SS,-0.08722009498,-0.3020657443,-0.3056364117,0.03291577744,-0.05717633732,0.4700878042,0.5782986501,0.2836250568,-0.2436389563,0.2863595303,0.5551936047,-0.06090808416,-0.3943434824
FCC_SS,-0.08722009498,-0.3020657443,-0.3056364117,0.03291577744,-0.05717633732,0.4700878042,0.5782986501,0.2836250568,-0.2436389563,0.2863595303,0.5551936047,-0.06090808416,-0.3943434824
FCC_PLUS_BCC,-0.3168872985,-0.391402865,-0.1178781525,-0.2077599022,0.04116564755,0.04073915607,0.7520432085,0.3306232572,-0.3632261452,0.3173873768,0.09134868158,0.1760797342,-0.4714932216
FCC_PLUS_BCC,-0.3300111387,-0.4292904938,-0.1671219492,-0.03323950385,0.1247563347,-0.1060422536,0.7037297282,0.3458072911,-0.3986021465,0.2987706689,0.1426568921,0.1534883721,-0.4145369377
BCC_SS,-0.3387603655,-0.4565532072,-0.199951147,0.06579540922,0.2050689557,-0.2568027511,0.5782986501,0.3559299805,-0.4236844871,0.2863595303,0.175334901,0.138427464,-0.3803901709
BCC_SS,0.8095756521,-0.4833254983,0.4831762575,-0.182444796,0.5928641827,-0.3361242837,0.5782986501,-0.8154097831,-0.4363030134,-0.582420172,-0.8971651602,-0.2181616833,-0.4754671196
BCC_SS,0.8095756521,-0.4833254983,0.4831762575,-0.182444796,0.5928641827,-0.3361242837,0.5782986501,-0.8154097831,-0.4363030134,-0.582420172,-0.8971651602,-0.2181616833,-0.4754671196
BCC_SS,0.8095756521,-0.4833254983,0.4831762575,-0.182444796,0.5928641827,-0.3361242837,0.5782986501,-0.8154097831,-0.4363030134,-0.582420172,-0.8971651602,-0.2181616833,-0.4754671196
BCC_SS,0.8095756521,-0.4833254983,0.4831762575,-0.182444796,0.5928641827,-0.3361242837,0.5782986501,-0.8154097831,-0.4363030134,-0.582420172,-0.8971651602,-0.2181616833,-0.4754671196
BCC_SS,0.8095756521,-0.4833254983,0.4831762575,-0.182444796,0.5928641827,-0.3361242837,0.5782986501,-0.8154097831,-0.4363030134,-0.582420172,-0.8971651602,-0.2181616833,-0.4754671196
BCC_SS,0.8095756521,-0.4833254983,0.4831762575,-0.182444796,0.5928641827,-0.3361242837,0.5782986501,-0.8154097831,-0.4363030134,-0.582420172,-0.8971651602,-0.2181616833,-0.4754671196
BCC_SS,0.8095756521,-0.4833254983,0.4831762575,-0.182444796,0.5928641827,-0.3361242837,0.5782986501,-0.8154097831,-0.4363030134,-0.582420172,-0.8971651602,-0.2181616833,-0.4754671196
BCC_SS,0.8095756521,-0.4833254983,0.4831762575,-0.182444796,0.5928641827,-0.3361242837,0.5782986501,-0.8154097831,-0.4363030134,-0.582420172,-0.8971651602,-0.2181616833,-0.4754671196
FCC_SS,-0.5300296539,-0.8076065909,-0.1012392164,-0.4595234322,0.233476945,-0.1197310412,0.5923230475,0.3182044048,-0.3034774149,0.5321050242,-0.3942307678,0.2420916714,-0.5973904295
FCC_SS,-0.5300296539,-0.8076065909,-0.1012392164,-0.4595234322,0.233476945,-0.1197310412,0.5923230475,0.3182044048,-0.3034774149,0.5321050242,-0.3942307678,0.2420916714,-0.5973904295
FCC_SS,-0.5300296539,-0.8076065909,-0.1012392164,-0.4595234322,0.233476945,-0.1197310412,0.5923230475,0.3182044048,-0.3034774149,0.5321050242,-0.3942307678,0.2420916714,-0.5973904295
FCC_SS,-0.5300296539,-0.8076065909,-0.1012392164,-0.4595234322,0.233476945,-0.1197310412,0.5923230475,0.3182044048,-0.3034774149,0.5321050242,-0.3942307678,0.2420916714,-0.5973904295
FCC_SS,-0.5300296539,-0.8076065909,-0.1012392164,-0.4595234322,0.233476945,-0.1197310412,0.5923230475,0.3182044048,-0.3034774149,0.5321050242,-0.3942307678,0.2420916714,-0.5973904295
FCC_SS,-0.4598252341,-0.6423152552,-0.100408478,-0.2981372958,0.4609052643,-0.4269895113,0.4945470078,0.4548027729,-0.4949232299,0.498503416,-0.108134408,0.2776017961,-0.5924778101
FCC_SS,-0.4598252341,-0.6423152552,-0.100408478,-0.2981372958,0.4609052643,-0.4269895113,0.4945470078,0.4548027729,-0.4949232299,0.498503416,-0.108134408,0.2776017961,-0.5924778101
Im,-0.4598252341,-0.6423152552,-0.100408478,-0.2981372958,0.4609052643,-0.4269895113,0.4945470078,0.4548027729,-0.4949232299,0.498503416,-0.108134408,0.2776017961,-0.5924778101
Im,-0.4598252341,-0.6423152552,-0.100408478,-0.2981372958,0.4609052643,-0.4269895113,0.4945470078,0.4548027729,-0.4949232299,0.498503416,-0.108134408,0.2776017961,-0.5924778101
Im,-0.4598252341,-0.6423152552,-0.100408478,-0.2981372958,0.4609052643,-0.4269895113,0.4945470078,0.4548027729,-0.4949232299,0.498503416,-0.108134408,0.2776017961,-0.5924778101
Im,-0.4598252341,-0.6423152552,-0.100408478,-0.2981372958,0.4609052643,-0.4269895113,0.4945470078,0.4548027729,-0.4949232299,0.498503416,-0.108134408,0.2776017961,-0.5924778101
FCC_SS,-0.5429089977,-0.9230761002,-0.03059417582,-0.5550611532,0.593884026,-0.7077152124,-0.06192015881,0.495719493,-0.4734206432,0.6380084548,-0.2458297973,0.3613879641,-0.8513778919
FCC_SS,-0.5429089977,-0.9230761002,-0.03059417582,-0.5550611532,0.593884026,-0.7077152124,-0.06192015881,0.495719493,-0.4734206432,0.6380084548,-0.2458297973,0.3613879641,-0.8513778919
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
FCC_SS,-0.524681435,-0.9186257301,-0.04708205264,-0.6085959067,0.6394127222,-0.767062569,0.2986323766,0.5077703202,-0.5539982398,0.6121519186,-0.3646281042,0.3521594684,-0.8692938478
FCC_SS,-0.524681435,-0.9186257301,-0.04708205264,-0.6085959067,0.6394127222,-0.767062569,0.2986323766,0.5077703202,-0.5539982398,0.6121519186,-0.3646281042,0.3521594684,-0.8692938478
FCC_SS,-0.524681435,-0.9186257301,-0.04708205264,-0.6085959067,0.6394127222,-0.767062569,0.2986323766,0.5077703202,-0.5539982398,0.6121519186,-0.3646281042,0.3521594684,-0.8692938478
FCC_SS,-0.524681435,-0.9186257301,-0.04708205264,-0.6085959067,0.6394127222,-0.767062569,0.2986323766,0.5077703202,-0.5539982398,0.6121519186,-0.3646281042,0.3521594684,-0.8692938478
FCC_SS,-0.524681435,-0.9186257301,-0.04708205264,-0.6085959067,0.6394127222,-0.767062569,0.2986323766,0.5077703202,-0.5539982398,0.6121519186,-0.3646281042,0.3521594684,-0.8692938478
FCC_SS,-0.524681435,-0.9186257301,-0.04708205264,-0.6085959067,0.6394127222,-0.767062569,0.2986323766,0.5077703202,-0.5539982398,0.6121519186,-0.3646281042,0.3521594684,-0.8692938478
FCC_SS,-0.524681435,-0.9186257301,-0.04708205264,-0.6085959067,0.6394127222,-0.767062569,0.2986323766,0.5077703202,-0.5539982398,0.6121519186,-0.3646281042,0.3521594684,-0.8692938478
FCC_SS,-0.5186663416,-0.9311125513,-0.1740509292,-0.6867204208,0.2112767935,-0.205378561,0.1883520097,0.3425535696,-0.3015211846,0.6152547033,-0.5301977219,0.2070874862,-0.6152739389
FCC_SS,-0.5186663416,-0.9311125513,-0.1740509292,-0.6867204208,0.2112767935,-0.205378561,0.1883520097,0.3425535696,-0.3015211846,0.6152547033,-0.5301977219,0.2070874862,-0.6152739389
FCC_SS,-0.5186663416,-0.9311125513,-0.1740509292,-0.6867204208,0.2112767935,-0.205378561,0.1883520097,0.3425535696,-0.3015211846,0.6152547033,-0.5301977219,0.2070874862,-0.6152739389
Im,-0.4973401013,-0.9456282412,-0.1413275795,-0.5522910845,0.03092169079,-0.02800926694,0.02539759855,0.1968591484,-0.3608454635,0.4104709163,-0.7302081681,0.1583610188,-0.6319914323
Im,-0.4973401013,-0.9456282412,-0.1413275795,-0.5522910845,0.03092169079,-0.02800926694,0.02539759855,0.1968591484,-0.3608454635,0.4104709163,-0.7302081681,0.1583610188,-0.6319914323
FCC_SS,-0.5186663416,-0.9311125513,-0.1740509292,-0.6867204208,0.2112767935,-0.205378561,0.1883520097,0.3425535696,-0.3015211846,0.6152547033,-0.5301977219,0.2070874862,-0.6152739389
FCC_SS,-0.5186663416,-0.9311125513,-0.1740509292,-0.6867204208,0.2112767935,-0.205378561,0.1883520097,0.3425535696,-0.3015211846,0.6152547033,-0.5301977219,0.2070874862,-0.6152739389
FCC_SS,-0.502808368,-0.946193231,-0.165102693,-0.5135040298,-0.06537150273,-0.02646627379,0.05706497472,0.09563225521,-0.326922223,0.3794430698,-0.7268562501,0.1029900332,-0.607485664
FCC_SS,-0.524681435,-0.9272166404,-0.1045250066,-0.5043143352,0.2378496173,-0.1205426366,0.5782986501,0.3125470263,-0.3265275512,0.5345823024,-0.3995194531,0.2358803987,-0.648924505
Im,-0.5093702881,-0.9310282351,-0.0950638142,-0.5130246939,0.2057245689,-0.04847311146,0.4427224021,0.272056269,-0.3766227944,0.4477043321,-0.532684347,0.2203765227,-0.6627735218
Im,-0.4973401013,-0.942687134,-0.1228041606,-0.5507916019,0.1080074654,-0.007495701665,0.08145167851,0.2366268564,-0.3848898747,0.4182278779,-0.6995429721,0.1860465116,-0.6497217003
Im,0.4732772469,-0.1629324855,0.2606916767,-0.433670399,0.2844596205,-0.4897184774,0.2986323766,-0.5316129577,-0.4028948593,-0.4738227092,-0.7145106549,-0.2596899225,-0.5938920441
Im,0.3502412451,-0.6852642283,0.01805524457,0.4996323629,-0.9740104671,0.6673185953,0.2986323766,-0.3056600712,-0.8987785407,-0.6289619417,-0.7145106549,-0.2956810631,-0.5141284373
Im,0.3502412451,-0.6852642283,0.01805524457,0.4996323629,-0.9740104671,0.6673185953,0.2986323766,-0.3056600712,-0.8987785407,-0.6289619417,-0.7145106549,-0.2956810631,-0.5141284373
Im,0.1861932425,-0.4721897376,0.05522421479,0.3202699606,-0.544788679,0.5469625146,0.5782986501,-0.2586618708,-0.8651608513,-0.520364479,-0.6118671307,-0.1937984496,-0.4775177157
Im,0.1861932425,-0.4721897376,0.05522421479,0.3202699606,-0.544788679,0.5469625146,0.5782986501,-0.2586618708,-0.8651608513,-0.520364479,-0.6118671307,-0.1937984496,-0.4775177157
Im,0.1861932425,-0.4721897376,0.05522421479,0.3202699606,-0.544788679,0.5469625146,0.5782986501,-0.2586618708,-0.8651608513,-0.520364479,-0.6118671307,-0.1937984496,-0.4775177157
Im,0.1861932425,-0.4721897376,0.05522421479,0.3202699606,-0.544788679,0.5469625146,0.5782986501,-0.2586618708,-0.8651608513,-0.520364479,-0.6118671307,-0.1937984496,-0.4775177157
Im,0.08995174773,-0.3663208738,-0.0238361797,0.3148739239,-0.6918492831,0.4448783569,0.5552972297,-0.01716342573,-0.3662191723,-0.2162915832,0.04819933499,-0.09102990033,-0.3769487528
